package	file	line	decision	container	kind	name	ts_signature	declared_go_ref	mapped_go_declarations	mapping	ruling_note
api/gateway	src/index.ts	60	SKIP		reexport-type	TypertGateway	export type {			SKIP	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/index.ts	60	SKIP		reexport-type	TypertGatewayErrorCode	export type {			SKIP	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/index.ts	60	PENDING		reexport-type	TypertGatewayWireStream	export type {			PENDING	
api/gateway	src/index.ts	60	PENDING		reexport-type	TypertRemoteEventContext	export type {			PENDING	
api/gateway	src/index.ts	60	PENDING		reexport-type	TypertRemoteEventDispatch	export type {			PENDING	
api/gateway	src/index.ts	60	PENDING		reexport-type	TypertRemoteEventFrame	export type {			PENDING	
api/gateway	src/index.ts	60	PENDING		reexport-type	TypertRemoteEventInvocation	export type {			PENDING	
api/gateway	src/index.ts	60	PENDING		reexport-type	TypertRemoteEventOutcome	export type {			PENDING	
api/gateway	src/index.ts	60	PENDING		reexport-type	TypertRemoteEventSource	export type {			PENDING	
api/gateway	src/index.ts	72	PENDING		reexport-type	RemoteEventHostInfo	export type { RemoteEventHostInfo } from './stream-protocol.ts'			PENDING	
api/gateway	src/index.ts	119	PENDING		interface	Config	export interface Config {			PENDING	
api/gateway	src/index.ts	121	PENDING	Config	property	websocketHeartbeatIntervalMs	readonly websocketHeartbeatIntervalMs?: number			PENDING_MEMBER	
api/gateway	src/index.ts	133	SKIP		class	TypertGatewayError	export class TypertGatewayError extends RemoteError<TypertGatewayErrorCode> {			SKIP	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/index.ts	135	SKIP	TypertGatewayError	property	endpoint	readonly endpoint: string			SKIP_MEMBER	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/index.ts	137	SKIP	TypertGatewayError	property	field	readonly field: string | undefined			SKIP_MEMBER	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/index.ts	146	SKIP	TypertGatewayError	constructor	constructor	constructor( code: TypertGatewayErrorCode, endpoint: string, message: string, options: GatewayErrorOptions = )			SKIP_MEMBER	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/index.ts	169	SKIP		class	TypertGatewayService	export class TypertGatewayService extends Service implements TypertGateway {			SKIP	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/index.ts	170	SKIP	TypertGatewayService	property	inject	static inject = ['typert']			SKIP_MEMBER	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/index.ts	171	SKIP	TypertGatewayService	property	Config	static Config: z<Config> = z.object({			SKIP_MEMBER	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/index.ts	1209	SKIP		default	TypertGatewayService	export default TypertGatewayService			SKIP	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/invariant.ts	13	SKIP		const	name	export const name = 'api-gateway-invariant' /** Service required before the companion can reserve package ownership. */ export const inject = ['invariants'] /**			SKIP	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/invariant.ts	15	SKIP		const	inject	export const inject = ['invariants'] /** const install: InvariantInstaller = () => {}			SKIP	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/invariant.ts	29	SKIP		const	apply	export const apply = (ctx: Context): Promise<() => void> =>			SKIP	包级裁决（抄形状）：Host 侧注册业务能力 + Client 侧挂生成的贡献项，是协议形状；实现绑在 cordis 上
api/gateway	src/remote-error-codes.ts	8	PENDING		interface	TypertGatewayFaultDetails	export interface TypertGatewayFaultDetails {			PENDING	
api/gateway	src/remote-error-codes.ts	10	PENDING	TypertGatewayFaultDetails	property	endpoint	readonly endpoint: string			PENDING_MEMBER	
api/gateway	src/remote-error-codes.ts	12	PENDING	TypertGatewayFaultDetails	property	field	readonly field?: string			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	6	PENDING		const	REMOTE_STREAM_MUX_PATH	export const REMOTE_STREAM_MUX_PATH = '/api/remote.mux' /** Gateway-internal logical stream carrying application-selected Cordis events. */ export const REMOTE_EVENT_STREAM_ENDPOINT = '$events' /** Gateway-internal unary endpoint returning one Client Remote Event outcome. */ export const REMOTE_EVENT_RESULT_ENDPOINT = '$events/result'			PENDING	
api/gateway	src/stream-protocol.ts	9	PENDING		const	REMOTE_EVENT_STREAM_ENDPOINT	export const REMOTE_EVENT_STREAM_ENDPOINT = '$events' /** Gateway-internal unary endpoint returning one Client Remote Event outcome. */ export const REMOTE_EVENT_RESULT_ENDPOINT = '$events/result' /** Empty standard Remote payload used to open the forwarded-event stream. */ export const REMOTE_EVENT_STREAM_PAYLOAD = { args: {} } as const			PENDING	
api/gateway	src/stream-protocol.ts	12	PENDING		const	REMOTE_EVENT_RESULT_ENDPOINT	export const REMOTE_EVENT_RESULT_ENDPOINT = '$events/result' /** Empty standard Remote payload used to open the forwarded-event stream. */ export const REMOTE_EVENT_STREAM_PAYLOAD = { args: {} } as const			PENDING	
api/gateway	src/stream-protocol.ts	15	PENDING		const	REMOTE_EVENT_STREAM_PAYLOAD	export const REMOTE_EVENT_STREAM_PAYLOAD = { args: {} } as const			PENDING	
api/gateway	src/stream-protocol.ts	18	PENDING		const	REMOTE_EVENT_STREAM_READY	export const REMOTE_EVENT_STREAM_READY = { type: 'ready' } as const			PENDING	
api/gateway	src/stream-protocol.ts	21	PENDING		type	RemoteEventClientId	export type RemoteEventClientId = Branded<'RemoteEventClientId'> /** Opaque correlation id for one pending Host-to-Client Remote Event. */ export type RemoteEventId = Branded<'RemoteEventId'> /** Stable Host facts published with every established Client event generation. */ export interface RemoteEventHostInfo {			PENDING	
api/gateway	src/stream-protocol.ts	24	PENDING		type	RemoteEventId	export type RemoteEventId = Branded<'RemoteEventId'> /** Stable Host facts published with every established Client event generation. */ export interface RemoteEventHostInfo {			PENDING	
api/gateway	src/stream-protocol.ts	27	PENDING		interface	RemoteEventHostInfo	export interface RemoteEventHostInfo {			PENDING	
api/gateway	src/stream-protocol.ts	29	PENDING	RemoteEventHostInfo	property	home	readonly home: string			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	33	PENDING		interface	RemoteEventReadyFrame	export interface RemoteEventReadyFrame {			PENDING	
api/gateway	src/stream-protocol.ts	34	PENDING	RemoteEventReadyFrame	property	type	readonly type: 'ready'			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	35	PENDING	RemoteEventReadyFrame	property	clientId	readonly clientId: RemoteEventClientId			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	37	PENDING	RemoteEventReadyFrame	property	host	readonly host: RemoteEventHostInfo			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	41	PENDING		type	RemoteEventAgentId	export type RemoteEventAgentId = Branded<'RemoteEventAgentId'> /** One Host notification delivered to a Client generation. */ export interface RemoteEventEmitFrame {			PENDING	
api/gateway	src/stream-protocol.ts	44	PENDING		interface	RemoteEventEmitFrame	export interface RemoteEventEmitFrame {			PENDING	
api/gateway	src/stream-protocol.ts	45	PENDING	RemoteEventEmitFrame	property	type	readonly type: 'emit'			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	46	PENDING	RemoteEventEmitFrame	property	event	readonly event: string			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	47	PENDING	RemoteEventEmitFrame	property	args	readonly args: readonly unknown[]			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	51	PENDING		interface	RemoteEventInvocationFrame	export interface RemoteEventInvocationFrame {			PENDING	
api/gateway	src/stream-protocol.ts	52	PENDING	RemoteEventInvocationFrame	property	type	readonly type: 'waterfall'			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	53	PENDING	RemoteEventInvocationFrame	property	event	readonly event: string			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	54	PENDING	RemoteEventInvocationFrame	property	eventId	readonly eventId: RemoteEventId			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	55	PENDING	RemoteEventInvocationFrame	property	agentId	readonly agentId: RemoteEventAgentId			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	56	PENDING	RemoteEventInvocationFrame	property	request	readonly request: Readonly<Record<string, unknown>>			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	60	PENDING		interface	RemoteEventCancellationFrame	export interface RemoteEventCancellationFrame {			PENDING	
api/gateway	src/stream-protocol.ts	61	PENDING	RemoteEventCancellationFrame	property	type	readonly type: 'cancel'			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	62	PENDING	RemoteEventCancellationFrame	property	eventId	readonly eventId: RemoteEventId			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	66	PENDING		type	RemoteEventDownlinkFrame	export type RemoteEventDownlinkFrame = | RemoteEventReadyFrame | RemoteEventEmitFrame | RemoteEventInvocationFrame | RemoteEventCancellationFrame /** JSON request fields plus the Host cancellation lifetime removed for transport. */ export interface ProjectedRemoteEventRequest {			PENDING	
api/gateway	src/stream-protocol.ts	73	PENDING		interface	ProjectedRemoteEventRequest	export interface ProjectedRemoteEventRequest {			PENDING	
api/gateway	src/stream-protocol.ts	74	PENDING	ProjectedRemoteEventRequest	property	request	readonly request: Readonly<Record<string, unknown>>			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	75	PENDING	ProjectedRemoteEventRequest	property	signal	readonly signal?: AbortSignal			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	79	PENDING		interface	RemoteEventRejection	export interface RemoteEventRejection {			PENDING	
api/gateway	src/stream-protocol.ts	80	PENDING	RemoteEventRejection	property	name	readonly name: string			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	81	PENDING	RemoteEventRejection	property	message	readonly message: string			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	82	PENDING	RemoteEventRejection	property	code	readonly code?: string			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	83	PENDING	RemoteEventRejection	property	details	readonly details?: unknown			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	87	PENDING		interface	RemoteEventResult	export interface RemoteEventResult {			PENDING	
api/gateway	src/stream-protocol.ts	88	PENDING	RemoteEventResult	property	clientId	readonly clientId: RemoteEventClientId			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	89	PENDING	RemoteEventResult	property	eventId	readonly eventId: RemoteEventId			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	90	PENDING	RemoteEventResult	property	outcome	readonly outcome:			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	101	PENDING		function	parseRemoteEventResult	export function parseRemoteEventResult(value: unknown): RemoteEventResult {			PENDING	
api/gateway	src/stream-protocol.ts	145	PENDING		function	projectRemoteEventRequest	export function projectRemoteEventRequest( value: unknown, subject: object, ): ProjectedRemoteEventRequest {			PENDING	
api/gateway	src/stream-protocol.ts	179	PENDING		function	projectRemoteEventRejection	export function projectRemoteEventRejection(reason: unknown): RemoteEventRejection {			PENDING	
api/gateway	src/stream-protocol.ts	198	PENDING		function	restoreRemoteEventRejection	export function restoreRemoteEventRejection(rejection: RemoteEventRejection): Error {			PENDING	
api/gateway	src/stream-protocol.ts	211	PENDING		function	isRemoteJsonValue	export function isRemoteJsonValue(value: unknown): boolean {			PENDING	
api/gateway	src/stream-protocol.ts	220	PENDING		function	isRemoteEventId	export function isRemoteEventId(value: unknown): value is RemoteEventId {			PENDING	
api/gateway	src/stream-protocol.ts	229	PENDING		function	isRemoteEventClientId	export function isRemoteEventClientId(value: unknown): value is RemoteEventClientId {			PENDING	
api/gateway	src/stream-protocol.ts	238	PENDING		function	isRemoteEventAgentId	export function isRemoteEventAgentId(value: unknown): value is RemoteEventAgentId {			PENDING	
api/gateway	src/stream-protocol.ts	243	PENDING		type	RemoteStreamClientMessage	export type RemoteStreamClientMessage = | {			PENDING	
api/gateway	src/stream-protocol.ts	253	PENDING		interface	RemoteStreamFailure	export interface RemoteStreamFailure {			PENDING	
api/gateway	src/stream-protocol.ts	254	PENDING	RemoteStreamFailure	property	code	readonly code: string			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	255	PENDING	RemoteStreamFailure	property	message	readonly message: string			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	256	PENDING	RemoteStreamFailure	property	details	readonly details: object			PENDING_MEMBER	
api/gateway	src/stream-protocol.ts	260	PENDING		type	RemoteStreamServerMessage	export type RemoteStreamServerMessage = | { readonly type: 'item'; readonly streamId: string; readonly value?: unknown }			PENDING	
api/gateway	src/stream-protocol.ts	270	PENDING		function	parseRemoteStreamClientMessage	export function parseRemoteStreamClientMessage(text: string): RemoteStreamClientMessage {			PENDING	
api/gateway	src/stream-protocol.ts	291	PENDING		function	parseRemoteStreamServerMessage	export function parseRemoteStreamServerMessage(text: string): RemoteStreamServerMessage {			PENDING	
api/gateway	src/stream-server.ts	13	PENDING		type	RemoteStreamOpener	export type RemoteStreamOpener = ( endpoint: string, payload: unknown, signal: AbortSignal, ) => Promise<AsyncIterable<unknown>>			PENDING	
api/gateway	src/stream-server.ts	20	PENDING		type	RemoteStreamFailureMapper	export type RemoteStreamFailureMapper = (error: unknown) => RemoteStreamFailure			PENDING	
api/gateway	src/stream-server.ts	25	PENDING		class	RemoteStreamMuxServer	export class RemoteStreamMuxServer {			PENDING	
api/gateway	src/stream-server.ts	36	PENDING	RemoteStreamMuxServer	constructor	constructor	constructor( private readonly open: RemoteStreamOpener, private readonly failure: RemoteStreamFailureMapper, private readonly heartbeatIntervalMs: number, )			PENDING_MEMBER	
api/gateway	src/stream-server.ts	48	PENDING	RemoteStreamMuxServer	method	handleUpgrade	handleUpgrade(req: IncomingMessage, socket: Duplex, head: Buffer): void			PENDING_MEMBER	
